省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
辽宁省,辽河流域,下达河入汤河水库口,02-28 20:00,Ⅱ,3.6,7.89,9.04,474.4,2.1,1.50,0.043,0.030,5.97,*,*,正常
辽宁省,辽河流域,丁家柳河桥,02-28 20:00,Ⅳ,7.6,8.17,15.91,1228.9,16.2,7.08,0.648,0.140,4.24,*,*,正常
辽宁省,辽河流域,赵圈河,02-28 16:00,Ⅲ,4.4,8.42,13.79,1413.0,43.1,4.65,0.090,0.076,9.03,*,*,正常
辽宁省,辽河流域,盘锦兴安(兴安),02-28 20:00,Ⅱ,2.4,8.27,14.81,666.4,15.6,1.44,0.025,0.071,5.32,*,*,正常
辽宁省,辽河流域,曙光大桥,02-28 20:00,Ⅲ,7.7,8.35,15.18,812.5,29.1,4.81,0.025,0.059,6.38,*,*,正常
辽宁省,辽河流域,胜利塘,02-28 20:00,Ⅲ,2.5,8.42,12.55,3358.7,27.7,5.51,0.674,0.097,18.68,*,*,正常
辽宁省,辽河流域,福德店, ,,--,--,--,--,--,--,--,*,*,*,*,维护
辽宁省,辽河流域,柴河水库, ,,--,--,--,--,--,--,--,--,--,--,--,维护
辽宁省,辽河流域,清辽,02-28 16:00,Ⅳ,4.0,8.06,12.26,652.8,12.4,2.97,1.298,0.117,10.27,*,*,正常
辽宁省,辽河流域,通江口,02-28 20:00,Ⅱ,1.3,7.54,9.78,845.6,29.9,3.21,0.431,0.081,9.50,*,*,正常
辽宁省,辽河流域,珠尔山,02-28 16:00,Ⅱ,1.0,8.09,14.52,678.7,34.2,3.16,0.222,0.048,5.67,*,*,正常
辽宁省,辽河流域,东大桥,02-28 20:00,Ⅰ,3.9,8.08,11.49,382.2,4.4,1.89,0.025,0.018,6.06,*,*,正常
辽宁省,辽河流域,柴河水库入库口,02-28 20:00,Ⅱ,3.0,8.13,11.79,336.3,15.6,3.81,0.025,0.066,5.55,*,*,正常
辽宁省,辽河流域,凡河一号桥,02-28 16:00,Ⅱ,2.0,8.42,12.57,176.3,4.3,1.94,0.035,0.022,3.26,*,*,正常
辽宁省,辽河流域,松树水文站,02-28 20:00,Ⅱ,0.4,7.42,10.66,444.0,12.7,3.29,0.412,0.078,7.58,*,*,正常
辽宁省,辽河流域,亮子河入河口,02-28 20:00,Ⅲ,1.4,7.75,10.89,332.7,15.2,4.00,0.800,0.135,6.70,*,*,正常
辽宁省,辽河流域,三合屯,02-28 16:00,Ⅱ,0.9,7.84,12.36,723.4,9.3,3.24,0.176,0.051,5.15,*,*,正常
辽宁省,辽河流域,清河水库入库口,02-28 20:00,Ⅱ,1.8,7.25,11.28,270.9,8.2,2.58,0.282,0.090,6.24,*,*,正常
辽宁省,辽河流域,南大桥,02-28 16:00,Ⅱ,4.1,8.18,12.69,830.3,1.0,0.85,0.025,0.028,12.11,*,*,正常
辽宁省,辽河流域,章吉营,02-28 16:00,Ⅱ,7.5,8.48,16.49,879.8,7.7,2.52,0.094,0.050,10.96,*,*,正常
辽宁省,辽河流域,大凌河西支入河口,02-28 20:00,劣Ⅴ,8.0,8.18,10.14,1072.5,14.0,3.07,2.546,0.130,21.73,*,*,正常
辽宁省,辽河流域,李家湾大桥,02-28 20:00,Ⅰ,9.4,7.74,9.58,445.5,7.1,0.80,0.025,0.013,4.21,*,*,正常
辽宁省,辽河流域,牤牛河大桥,02-28 20:00,Ⅰ,2.8,7.26,11.48,816.3,2.0,0.55,0.025,0.012,12.60,*,*,正常
辽宁省,辽河流域,王家窝棚,02-28 16:00,Ⅱ,8.7,7.82,11.62,664.6,3.7,2.37,0.182,0.060,10.91,*,*,正常
辽宁省,辽河流域,红石碑入海前,02-28 20:00,Ⅰ,3.8,7.77,12.90,635.5,4.5,1.83,0.067,0.019,10.83,*,*,正常
吉林省,松花江流域,靠山南楼(南楼),02-28 16:00,Ⅲ,1.1,7.71,11.56,877.1,216.0,4.84,0.221,0.125,7.50,*,*,正常
吉林省,松花江流域,砖瓦窑桥,02-28 20:00,Ⅴ,2.2,7.96,9.44,672.9,11.6,4.62,1.700,0.305,6.69,*,*,正常
吉林省,松花江流域,镇江口,02-28 20:00,Ⅲ,5.7,7.66,9.45,281.2,7.5,4.03,0.066,0.032,3.07,*,*,正常
吉林省,松花江流域,饮马河大桥,02-28 20:00,Ⅱ,2.6,7.52,11.35,350.0,2.3,2.76,0.057,0.023,1.73,*,*,正常
吉林省,松花江流域,刘珍屯,02-28 20:00,Ⅱ,5.6,7.34,9.09,512.7,9.8,2.79,0.340,0.070,4.12,*,*,正常
吉林省,松花江流域,溪浪口, ,,--,--,--,--,--,--,--,*,*,*,*,维护
吉林省,松花江流域,白山大桥,02-28 20:00,Ⅲ,4.2,7.41,8.26,117.7,3.1,4.47,0.025,0.027,1.47,*,*,正常
吉林省,松花江流域,墙缝,02-28 20:00,Ⅲ,2.6,7.39,10.69,120.0,3.2,4.78,0.025,0.028,1.63,*,*,正常
吉林省,松花江流域,福兴,02-28 20:00,Ⅲ,1.2,7.05,5.57,470.1,8.5,1.65,0.352,0.044,5.30,*,*,正常
吉林省,松花江流域,兰旗大桥,02-28 20:00,Ⅱ,7.0,7.78,11.56,227.7,2.6,3.34,0.025,0.030,2.49,*,*,正常
吉林省,松花江流域,桦树林,02-28 20:00,Ⅲ,5.9,7.20,8.72,164.9,7.4,3.51,0.025,0.030,1.73,0.001,3604480,正常
吉林省,松花江流域,官厅桥,02-28 20:00,Ⅲ,2.0,6.66,7.52,429.7,10.8,1.35,0.834,0.093,3.51,*,*,正常
吉林省,松花江流域,蛟河口,02-28 20:00,Ⅳ,0.5,7.10,9.46,547.9,50.7,7.02,0.646,0.172,6.21,*,*,正常
吉林省,松花江流域,哨口,02-28 20:00,Ⅱ,2.9,7.61,13.64,234.9,3.6,3.48,0.079,0.028,2.70,*,*,正常
吉林省,辽河流域,城子上,02-28 20:00,劣Ⅴ,10.1,7.73,10.55,581.0,45.8,9.38,0.447,0.655,7.40,*,*,正常
吉林省,辽河流域,林家,02-28 20:00,Ⅳ,2.4,7.91,9.74,874.4,107.6,6.46,1.001,0.242,14.29,*,*,正常
吉林省,辽河流域,河清,02-28 20:00,Ⅳ,10.0,7.22,3.96,957.6,8.2,4.76,0.526,0.085,7.23,*,*,正常
吉林省,辽河流域,上活龙, ,,--,--,--,--,--,--,--,*,*,*,*,维护
吉林省,辽河流域,云峰,02-28 20:00,Ⅰ,2.9,7.07,10.30,126.7,2.6,1.87,0.025,0.012,1.44,*,*,正常
吉林省,辽河流域,老虎哨,02-28 20:00,Ⅱ,3.5,7.60,11.75,117.1,1.8,2.07,0.025,0.008,1.55,*,*,正常
吉林省,辽河流域,绿江村, ,,--,--,--,--,--,--,--,*,*,*,*,维护
吉林省,辽河流域,葫芦套,02-28 20:00,Ⅱ,1.9,7.35,10.89,165.3,7.1,1.37,0.056,0.032,1.74,*,*,正常
吉林省,辽河流域,大阳岔,02-28 20:00,Ⅱ,8.7,8.04,9.84,251.8,1.9,1.30,0.055,0.041,1.40,*,*,正常
吉林省,松花江流域,松林,02-28 16:00,Ⅱ,1.0,7.39,13.56,290.2,9.6,3.71,0.144,0.040,2.87,*,*,正常
吉林省,松花江流域,宁江,02-28 20:00,Ⅱ,2.1,7.50,11.63,238.1,9.6,3.61,0.102,0.032,2.72,*,*,正常
吉林省,松花江流域,白沙滩,02-28 20:00,Ⅲ,2.8,6.88,10.94,204.0,37.4,4.18,0.292,0.082,2.29,*,*,正常
吉林省,松花江流域,月亮湖下,02-28 20:00,Ⅲ,7.0,7.86,11.36,575.8,6.3,5.55,0.088,0.079,1.05,*,*,正常
吉林省,松花江流域,南坪, ,,--,--,--,--,--,--,--,*,*,*,*,维护
吉林省,松花江流域,圈河,02-28 20:00,Ⅱ,1.8,7.46,12.22,246.7,7.1,2.64,0.139,0.030,2.52,*,*,正常
吉林省,松花江流域,大山(新甸),02-28 20:00,Ⅱ,1.6,6.62,10.54,230.6,3.1,2.32,0.136,0.032,2.72,*,*,正常
吉林省,松花江流域,崇善,02-28 20:00,Ⅲ,3.2,7.50,9.58,92.9,6.5,1.05,0.025,0.117,0.81,*,*,正常
吉林省,松花江流域,榆树川,02-28 20:00,Ⅱ,2.4,7.12,9.97,281.3,2.5,2.81,0.208,0.042,3.82,*,*,正常
吉林省,松花江流域,延吉下,02-28 20:00,Ⅲ,4.9,7.45,9.82,433.5,5.0,3.31,0.601,0.066,4.41,*,*,正常
吉林省,松花江流域,西崴子,02-28 20:00,Ⅱ,2.0,7.36,9.67,267.1,16.3,2.99,0.230,0.051,1.99,*,*,正常
吉林省,松花江流域,石井(小河龙),02-28 20:00,Ⅳ,1.7,7.38,11.26,352.3,6.2,3.45,1.282,0.167,3.91,*,*,正常
吉林省,松花江流域,三家子,02-28 20:00,Ⅲ,7.8,7.41,10.72,137.1,4.4,2.30,0.547,0.091,2.19,*,*,正常
吉林省,松花江流域,池北铁桥,02-28 20:00,Ⅱ,3.7,7.61,8.55,139.9,3.6,0.76,0.025,0.091,0.77,*,*,正常
黑龙江省,松花江流域,摆渡镇,02-28 20:00,Ⅱ,3.8,7.31,8.88,358.8,9.5,3.44,0.349,0.052,3.79,*,*,正常
黑龙江省,松花江流域,苗家,02-28 20:00,Ⅳ,2.4,6.83,3.47,482.0,7.3,2.48,1.306,0.065,3.61,*,*,正常
黑龙江省,松花江流域,水库出口,02-28 20:00,Ⅲ,2.4,7.17,11.61,78.7,0.6,4.74,0.025,0.018,1.50,0.002,5242880,正常
黑龙江省,松花江流域,阿什河口内,02-28 20:00,Ⅳ,1.0,6.84,9.17,573.7,12.1,2.06,1.221,0.156,5.24,*,*,正常
黑龙江省,松花江流域,呼兰河口内(铁路桥),02-28 20:00,Ⅳ,1.1,7.02,6.36,1043.4,8.3,5.09,1.224,0.107,5.58,*,*,正常
黑龙江省,松花江流域,大顶子山,02-28 20:00,Ⅱ,3.4,7.19,9.40,335.0,15.0,2.92,0.309,0.039,3.02,*,*,正常
黑龙江省,松花江流域,牡丹江口内,02-28 20:00,Ⅲ,1.4,7.13,5.98,151.9,5.7,1.88,0.116,0.133,1.42,*,*,正常
黑龙江省,松花江流域,泄洪1闸(小兴凯湖一闸),02-28 20:00,Ⅲ,10.3,6.70,9.43,272.9,626.3,5.22,0.059,0.028,0.43,0.10,61747.09,正常
黑龙江省,松花江流域,知一桥,02-28 20:00,劣Ⅴ,1.4,6.71,6.50,544.4,34.2,6.71,0.033,0.568,7.81,*,*,正常
黑龙江省,松花江流域,名山,02-28 20:00,Ⅳ,3.8,6.14,7.36,87.9,2.7,6.55,0.025,0.015,1.56,*,*,正常
黑龙江省,松花江流域,饶河上,02-28 20:00,Ⅱ,0.4,6.88,7.66,177.9,11.2,2.30,0.130,0.056,0.99,*,*,正常
黑龙江省,松花江流域,肇源,02-28 20:00,Ⅲ,1.8,7.44,15.07,297.2,8.2,4.23,0.166,0.066,2.94,*,*,正常
黑龙江省,松花江流域,嫩江口内,02-28 20:00,Ⅱ,4.0,7.14,10.55,246.2,34.7,3.73,0.148,0.059,1.74,*,*,正常
黑龙江省,松花江流域,布列亚河口下, ,,--,--,--,--,--,--,--,*,*,*,*,维护
黑龙江省,松花江流域,友好,02-28 20:00,Ⅳ,1.0,6.62,4.56,200.7,9.5,3.60,0.076,0.025,2.53,*,*,正常
黑龙江省,松花江流域,嘉荫,02-28 20:00,Ⅳ,2.6,6.26,8.90,64.9,8.3,9.00,0.025,0.017,0.65,*,*,正常
黑龙江省,松花江流域,双河渠首,02-28 20:00,Ⅱ,3.7,6.45,8.05,190.2,5.9,1.49,0.149,0.046,3.17,*,*,正常
黑龙江省,松花江流域,佳木斯下,02-28 20:00,Ⅱ,2.0,6.86,9.03,247.3,7.7,3.19,0.325,0.048,2.83,*,*,正常
黑龙江省,松花江流域,汤旺河口内,02-28 20:00,Ⅱ,2.8,6.17,6.91,213.4,1.8,2.96,0.227,0.012,3.87,*,*,正常
黑龙江省,松花江流域,佳木斯上,02-28 20:00,Ⅱ,3.0,7.00,8.38,356.7,7.9,3.04,0.346,0.033,4.58,*,*,正常
黑龙江省,松花江流域,抚远,02-28 20:00,Ⅲ,0.8,7.24,9.58,178.9,5.5,5.68,0.126,0.031,1.43,*,*,正常
黑龙江省,松花江流域,乌苏镇,02-28 20:00,Ⅱ,1.2,6.92,8.58,180.3,9.8,2.50,0.099,0.045,0.88,*,*,正常
黑龙江省,松花江流域,同江,02-28 20:00,Ⅲ,3.0,7.19,6.87,350.6,7.8,4.01,0.231,0.043,3.19,*,*,正常
黑龙江省,松花江流域,三岔口,02-28 20:00,Ⅲ,3.0,7.09,9.01,327.2,9.6,4.21,0.175,0.141,2.36,*,*,正常
黑龙江省,松花江流域,海浪,02-28 20:00,Ⅱ,1.0,7.08,11.62,182.3,4.2,2.97,0.152,0.062,2.63,*,*,正常
黑龙江省,松花江流域,三道,02-28 20:00,Ⅳ,4.8,7.32,10.86,139.2,5.8,3.51,0.025,0.054,1.88,0.062,52224,正常
黑龙江省,松花江流域,柴河铁路桥,02-28 20:00,Ⅱ,13.4,6.97,8.34,224.5,3.9,3.86,0.371,0.094,3.22,*,*,正常
黑龙江省,松花江流域,电视塔,02-28 20:00,Ⅲ,4.3,7.67,11.25,122.9,2.6,3.99,0.025,0.038,1.16,0.002,79360,正常
黑龙江省,松花江流域,海浪河口内,02-28 20:00,Ⅱ,0.4,7.14,13.83,189.7,1.2,2.03,0.218,0.072,3.00,*,*,正常
黑龙江省,松花江流域,黑河上,02-28 20:00,Ⅱ,10.5,6.73,6.78,367.8,8.3,3.92,0.025,0.012,1.45,*,*,正常
黑龙江省,松花江流域,黑河下(黑河),02-28 20:00,Ⅱ,2.8,6.92,7.29,295.2,4.8,3.57,0.036,0.024,1.73,*,*,正常
黑龙江省,松花江流域,呼玛上,02-28 20:00,Ⅲ,8.1,7.19,5.05,357.8,3.1,2.79,0.025,0.023,1.19,*,*,正常
黑龙江省,松花江流域,呼玛河口内,02-28 20:00,Ⅱ,0.8,6.56,7.21,85.7,1.3,1.88,0.025,0.018,0.33,*,*,正常
黑龙江省,松花江流域,加格达奇上,02-28 20:00,Ⅰ,3.0,6.84,11.38,80.6,25.7,0.99,0.025,0.007,0.45,*,*,正常
上海市,太湖流域,明星路桥,02-28 20:00,Ⅲ,14.8,7.32,8.82,660.1,57.4,5.20,0.381,0.128,5.13,*,*,正常
上海市,太湖流域,临江,02-28 16:00,,20.3,7.98,8.80,1.7,31.2,--,--,--,--,*,*,维护
上海市,太湖流域,浙江路桥,02-28 16:00,Ⅲ,13.0,7.49,5.98,751.1,59.9,3.34,0.238,0.119,3.40,*,*,正常
上海市,太湖流域,闵行西界(松浦大桥),02-28 20:00,Ⅲ,10.5,7.44,8.85,606.7,50.9,3.89,0.314,0.122,3.47,*,*,正常
上海市,太湖流域,吴淞口,02-28 20:00,Ⅲ,11.4,7.30,8.04,625.2,130.3,3.99,0.401,0.104,3.94,*,*,正常
上海市,太湖流域,蕴川路桥,02-28 16:00,Ⅲ,11.3,7.92,9.65,590.3,42.5,2.86,0.246,0.116,3.73,*,*,正常
上海市,太湖流域,黄渡,02-28 16:00,Ⅲ,13.8,8.33,8.22,711.0,117.3,4.56,0.363,0.185,1.20,*,*,正常
上海市,太湖流域,三甲港,02-28 16:00,Ⅱ,13.3,7.52,8.96,800.9,48.2,3.12,0.401,0.020,3.27,*,*,正常
上海市,太湖流域,二团,02-28 16:00,Ⅱ,10.3,7.77,7.92,685.0,412.5,3.97,0.157,0.054,3.58,*,*,正常
上海市,太湖流域,横潦泾, ,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
上海市,太湖流域,斜塘口,02-28 16:00,Ⅱ,11.6,7.59,8.42,766.2,46.2,3.99,0.485,0.090,4.00,*,*,正常
上海市,太湖流域,急水港桥,02-28 20:00,Ⅲ,11.9,7.92,9.43,649.0,65.4,2.11,0.335,0.041,2.44,0.009,9504000,正常
上海市,太湖流域,淀峰,02-28 16:00,劣Ⅴ,16.0,9.10,9.39,571.4,25.9,2.36,0.052,0.030,2.13,*,*,正常
上海市,太湖流域,太浦河桥,02-28 16:00,Ⅱ,12.2,7.46,11.28,347.6,41.3,3.69,0.283,0.076,1.66,*,*,正常
上海市,太湖流域,钱桥,02-28 16:00,Ⅲ,13.7,7.80,8.90,491.4,59.7,4.46,0.545,0.034,3.20,*,*,正常
上海市,长江流域,七效港西桥,02-28 16:00,Ⅳ,11.0,8.49,16.92,1299.4,69.5,9.61,0.348,0.110,2.84,*,*,正常
上海市,长江流域,前卫村桥,02-28 16:00,Ⅲ,11.5,7.00,12.87,1127.5,22.1,5.50,0.269,0.030,2.65,*,*,正常
上海市,长江流域,五效,02-28 16:00,Ⅲ,13.5,7.97,14.34,831.2,8.8,4.96,0.231,0.066,2.11,*,*,正常
上海市,长江流域,三沙洪交汇口,02-28 16:00,Ⅲ,13.0,7.76,10.64,505.1,15.3,4.21,0.025,0.028,1.34,*,*,正常
江苏省,长江流域,林山, ,,--,--,--,--,--,--,--,*,*,*,*,维护
江苏省,长江流域,陈浅,02-28 20:00,Ⅴ,10.6,7.94,10.81,714.0,33.5,3.34,1.606,0.076,5.65,*,*,正常
江苏省,长江流域,七桥瓮,02-28 20:00,Ⅱ,11.0,7.86,10.93,425.3,17.2,1.83,0.304,0.092,2.90,*,*,正常
江苏省,长江流域,节制闸,02-28 20:00,Ⅱ,11.3,7.78,10.51,363.2,46.8,1.17,0.139,0.082,2.94,*,*,正常
江苏省,太湖流域,沙渚, ,,--,--,--,--,--,--,--,--,--,--,*,维护
江苏省,太湖流域,陈东港, ,,--,--,--,--,--,--,--,--,--,*,*,维护
江苏省,太湖流域,洪巷桥, ,,--,--,--,--,--,--,--,--,--,*,*,维护
江苏省,太湖流域,锡东水厂,02-28 16:00,Ⅲ,12.0,8.57,10.83,435.3,22.7,1.80,0.025,0.045,1.79,0.014,668420,正常
江苏省,太湖流域,兰山嘴,02-28 20:00,Ⅳ,8.6,8.27,11.65,436.6,74.6,3.18,0.054,0.061,1.35,0.025,7600819,正常
江苏省,太湖流域,蠡桥,02-28 16:00,Ⅱ,9.8,8.25,12.74,531.1,24.3,2.88,0.025,0.048,1.51,*,*,正常
江苏省,太湖流域,百渎港桥,02-28 20:00,Ⅲ,10.7,7.76,8.57,610.2,35.7,3.58,0.412,0.136,3.53,*,*,正常
江苏省,太湖流域,殷村港桥,02-28 16:00,Ⅱ,10.8,7.30,9.23,408.6,45.1,2.83,0.229,0.091,3.28,*,*,正常
江苏省,太湖流域,大浦港桥,02-28 16:00,Ⅲ,10.4,7.75,8.58,556.0,45.7,4.30,0.287,0.126,3.58,*,*,正常
江苏省,太湖流域,拖山,02-28 20:00,Ⅳ,10.5,7.93,12.31,504.4,33.9,3.27,0.025,0.054,2.46,0.006,16988630,正常
江苏省,太湖流域,五里湖心,02-28 20:00,Ⅲ,8.4,8.24,11.42,404.8,4.8,4.36,0.025,0.039,0.44,0.005,1003600,正常
江苏省,太湖流域,金潼桥,02-28 20:00,Ⅱ,10.8,7.81,11.10,376.8,30.0,1.69,0.169,0.088,2.22,*,*,正常
江苏省,太湖流域,大港桥,02-28 16:00,Ⅰ,11.3,7.13,9.97,146.2,15.7,1.18,0.025,0.014,3.57,*,*,正常
江苏省,太湖流域,潘家坝,02-28 16:00,Ⅲ,10.2,7.91,10.32,556.6,147.5,5.15,0.507,0.118,5.24,*,*,正常
江苏省,太湖流域,长济桥,02-28 20:00,Ⅲ,12.2,7.71,8.70,483.7,106.4,2.74,0.642,0.160,3.28,*,*,正常
江苏省,长江流域,小湾,02-28 16:00,Ⅱ,13.0,7.84,9.43,378.1,45.0,1.72,0.120,0.082,1.58,*,*,正常
江苏省,淮河流域,小红圈, ,,--,--,--,--,--,--,--,*,*,*,*,维护
江苏省,淮河流域,港上桥,02-28 20:00,Ⅲ,9.1,8.41,12.64,875.7,9.6,4.77,0.048,0.048,5.01,*,*,正常
江苏省,淮河流域,李庄,02-28 20:00,Ⅲ,8.2,8.77,16.14,958.2,19.7,5.38,0.025,0.056,3.51,*,*,正常
江苏省,淮河流域,蔺家坝,02-28 16:00,Ⅱ,9.5,8.26,11.91,1028.4,11.5,3.54,0.025,0.049,1.19,*,*,正常
江苏省,淮河流域,李集桥,02-28 20:00,Ⅲ,10.3,8.17,11.60,1208.0,7.2,5.05,0.037,0.040,1.17,*,*,正常
江苏省,淮河流域,华山闸,02-28 20:00,Ⅲ,11.9,8.08,10.56,1008.1,6.5,4.37,0.090,0.038,1.52,*,*,正常
江苏省,淮河流域,沙庄桥,02-28 20:00,Ⅲ,9.6,8.49,12.62,1415.6,7.4,4.70,0.025,0.037,0.94,*,*,正常
江苏省,淮河流域,张楼,02-28 20:00,Ⅱ,8.4,8.45,11.99,819.7,5.3,3.12,0.025,0.035,1.86,*,*,正常
江苏省,淮河流域,沙集西闸,02-28 20:00,Ⅲ,10.7,8.45,15.61,920.7,2.4,4.41,0.062,0.030,1.26,*,*,正常
江苏省,淮河流域,艾山西大桥,02-28 20:00,Ⅲ,10.4,8.63,18.89,861.5,9.8,4.65,0.025,0.047,7.19,*,*,正常
江苏省,淮河流域,东偏泓,02-28 20:00,Ⅱ,10.8,8.11,26.78,779.5,20.6,3.25,0.025,0.021,8.16,*,*,正常
江苏省,长江流域,魏村,02-28 16:00,Ⅱ,10.7,7.53,10.44,369.2,49.8,1.50,0.124,0.086,2.48,*,*,正常
江苏省,太湖流域,姚巷桥,02-28 16:00,Ⅱ,10.6,8.20,13.90,608.3,27.5,3.03,0.379,0.098,3.09,*,*,正常
江苏省,太湖流域,黄埝桥,02-28 20:00,Ⅲ,10.8,7.74,9.14,398.6,85.4,2.26,0.292,0.116,2.18,*,*,正常
江苏省,太湖流域,东潘桥（搬迁）, ,,--,--,--,--,--,--,--,--,--,*,*,维护
江苏省,太湖流域,九号桥,02-28 20:00,Ⅱ,10.6,8.03,8.66,483.7,34.4,1.84,0.178,0.098,2.94,*,*,正常
江苏省,太湖流域,兰山嘴(老), ,,--,--,--,--,--,--,--,--,--,--,*,维护
江苏省,太湖流域,胥湖心,02-28 20:00,Ⅱ,11.1,8.49,11.15,455.1,11.5,3.27,0.025,0.022,0.91,0.007,6508290,正常
江苏省,太湖流域,乌龟山南,02-28 20:00,Ⅲ,10.1,8.49,11.42,472.1,28.8,2.53,0.025,0.026,1.95,0.004,8029330,正常
江苏省,太湖流域,望亭上游,02-28 16:00,Ⅲ,12.6,7.65,8.15,762.2,50.8,3.64,0.743,0.141,4.12,*,*,正常
江苏省,太湖流域,千灯浦口,02-28 20:00,Ⅱ,10.8,7.69,10.66,543.0,36.9,3.33,0.269,0.078,2.10,*,*,正常
江苏省,太湖流域,朱厍港口,02-28 20:00,Ⅱ,11.0,7.68,10.39,588.3,49.3,2.83,0.215,0.060,2.19,*,*,正常
江苏省,太湖流域,浏河闸,02-28 20:00,Ⅲ,11.5,7.98,10.10,528.8,22.2,2.15,0.240,0.103,2.08,*,*,正常
江苏省,太湖流域,江边闸,02-28 20:00,Ⅱ,11.1,7.96,10.61,420.9,28.4,1.06,0.116,0.074,2.08,*,*,正常
江苏省,太湖流域,瓜泾口西,02-28 20:00,Ⅰ,11.5,8.01,10.01,442.9,4.6,1.69,0.025,0.016,0.78,*,*,正常
江苏省,太湖流域,航管站,02-28 20:00,Ⅱ,10.4,8.13,8.88,496.4,24.5,2.71,0.065,0.021,1.00,*,*,正常
江苏省,太湖流域,越溪桥,02-28 20:00,Ⅱ,10.9,7.68,10.02,386.3,9.3,2.77,0.162,0.048,1.04,*,*,正常
江苏省,太湖流域,312国道桥,02-28 20:00,Ⅱ,11.8,8.29,11.50,464.5,24.5,1.42,0.060,0.059,2.07,*,*,正常
江苏省,太湖流域,阳澄湖心,02-28 20:00,Ⅲ,10.9,8.18,11.69,482.6,8.6,3.15,0.025,0.041,1.54,0.003,5525400,正常
江苏省,太湖流域,赵屯(石浦大桥),02-28 20:00,Ⅲ,11.0,7.46,9.17,732.5,67.9,4.16,0.468,0.134,2.56,*,*,正常
江苏省,淮河流域,东安闸桥西,02-28 20:00,Ⅲ,11.2,7.81,9.02,1015.2,26.2,4.74,0.572,0.188,3.67,*,*,正常
江苏省,长江流域,九圩港桥,02-28 20:00,Ⅱ,11.2,8.13,9.37,423.6,53.2,1.68,0.140,0.084,2.25,*,*,正常
江苏省,长江流域,碾砣港闸,02-28 20:00,Ⅱ,11.2,8.13,11.51,706.3,14.0,3.07,0.079,0.078,2.06,*,*,正常
江苏省,长江流域,聚南大桥,02-28 20:00,Ⅱ,11.9,8.36,11.79,718.7,6.4,3.12,0.056,0.057,1.93,*,*,正常
江苏省,长江流域,大洋港桥,02-28 20:00,Ⅲ,11.1,8.12,9.23,553.4,86.0,1.62,0.184,0.103,2.10,*,*,正常
江苏省,长江流域,塘芦港闸,02-28 20:00,Ⅳ,11.6,8.55,13.88,4160.0,23.1,7.33,0.329,0.176,3.23,*,*,正常
江苏省,淮河流域,小洋口,02-28 20:00,Ⅳ,11.6,7.96,8.23,1197.7,23.5,5.10,1.030,0.169,4.16,*,*,正常
江苏省,淮河流域,环东闸口,02-28 20:00,Ⅳ,11.4,7.61,9.02,1324.3,38.8,4.63,0.390,0.189,4.34,*,*,正常
江苏省,淮河流域,北凌新闸,02-28 20:00,Ⅳ,13.1,7.89,12.96,2210.3,9.8,6.59,0.257,0.193,3.40,*,*,正常
江苏省,淮河流域,黑林桥, ,,--,--,--,--,--,--,--,*,*,*,*,维护
江苏省,淮河流域,大兴桥, ,,--,--,--,--,--,--,--,*,*,*,*,维护
江苏省,淮河流域,新浦大桥,02-28 20:00,Ⅲ,9.6,8.73,14.01,819.8,4.2,4.55,0.025,0.068,2.75,*,*,正常
江苏省,淮河流域,柴米河桥,02-28 20:00,Ⅲ,10.0,7.64,8.99,757.9,16.0,4.34,0.535,0.113,2.87,*,*,正常
江苏省,淮河流域,善后河闸,02-28 20:00,Ⅲ,9.9,8.36,10.78,970.1,9.6,3.94,0.025,0.060,2.49,*,*,正常
江苏省,淮河流域,灌河大桥,02-28 20:00,Ⅲ,9.8,8.32,6.72,1061.0,178.1,5.86,0.702,0.205,3.23,*,*,正常
江苏省,淮河流域,新村桥,02-28 20:00,Ⅱ,10.0,8.06,14.17,663.8,2.8,2.40,0.025,0.029,2.13,*,*,正常
江苏省,淮河流域,沭南闸,02-28 20:00,Ⅲ,9.5,8.66,15.24,626.1,13.6,4.63,0.049,0.040,2.26,*,*,正常
江苏省,淮河流域,盐河桥,02-28 20:00,Ⅲ,7.9,8.83,20.00,773.0,3.7,4.74,0.030,0.086,2.93,*,*,正常
江苏省,淮河流域,袁闸,02-28 20:00,Ⅲ,9.9,7.68,7.79,801.6,71.8,4.13,0.717,0.105,3.49,*,*,正常
江苏省,淮河流域,墩尚水漫桥,02-28 20:00,Ⅲ,7.9,7.99,10.81,656.7,19.6,4.26,0.029,0.050,2.67,*,*,正常
江苏省,淮河流域,烧香北闸,02-28 20:00,劣Ⅴ,6.9,9.10,15.60,5732.4,9.6,6.56,0.300,0.067,5.59,*,*,正常
江苏省,淮河流域,大浦闸,02-28 20:00,Ⅲ,12.0,7.18,10.00,1584.6,3.7,4.59,0.131,0.103,7.46,*,*,正常
江苏省,淮河流域,大板跳闸,02-28 20:00,Ⅲ,8.4,8.56,13.67,1716.3,12.0,5.26,0.103,0.056,3.76,*,*,正常
江苏省,淮河流域,海头大桥,02-28 20:00,Ⅱ,7.8,8.49,15.33,870.3,12.3,3.62,0.025,0.058,5.13,*,*,正常
